Buoy_ID,Start_Time,End_Time,Start_Lat,Start_Lon,End_Lat,End_Lon
300234010132070.csv,2012-10-01 0:00:00,2012-10-09 8:00:00,73.1272,-168.5386,72.24049,-169.03396
300234010824000.csv,2012-10-01 0:00:00,2012-10-05 6:00:00,68.6172,-175.2682,68.0476,-174.6812
300234010956630.csv,2012-10-01 0:00:00,2012-10-08 11:00:00,72.53298,-133.97308,72.53298,-133.97308
300234011247370.csv,2012-11-01 0:00:00,2012-11-23 3:00:00,63.6698,-167.459,63.483,-167.9468
300234010132070.csv,2012-11-01 20:00:00,2012-11-08 12:00:00,71.72997,-159.62559,71.395,-159.4748
300234010130040.csv,2012-11-02 0:00:00,2012-11-06 0:00:00,72.8784,-142.8084,72.333,-142.6584
300234010899710.csv,2012-11-10 22:00:00,2012-12-22 4:00:00,82.00909,10.789,80.46291,8.46729
300234011178960.csv,2012-11-10 22:00:00,2012-11-11 6:00:00,81.98385,10.74479,81.89205,11.32801
300234010426160.csv,2013-07-01 0:00:00,2013-07-31 23:00:00,71.1834,-155.038,72.0788,-156.1328
300234060108680.csv,2013-07-01 0:00:00,2013-07-31 23:00:00,71.9822,-152.189,73.86009,-160.5137
300025010123530.csv,2013-08-01 0:00:00,2013-09-20 5:00:00,74.2672,-140.6269,74.3678,-156.3539
300234060108680.csv,2013-08-03 16:00:00,2013-08-31 23:00:00,74.06901,-162.29181,73.18149,-163.54053
300025010128510.csv,2013-08-15 3:00:00,2013-08-31 23:00:00,73.5991,-135.3772,73.1416,-136.7606
300234011971540.csv,2013-08-31 0:00:00,2013-08-31 23:00:00,85.2992,116.4462,85.46829,115.46183
300025010128510.csv,2013-09-13 7:00:00,2013-11-08 12:00:00,73.2817,-140.8803,72.9238,-163.5323
300234011971540.csv,2013-09-13 13:00:00,2013-09-20 16:00:00,86.54994,118.04537,87.20805,133.70668
300234060451580.csv,2013-09-17 21:00:00,2013-09-30 23:00:00,76.46401,179.99955,75.98857,176.55856
300234060108680.csv,2013-10-01 0:00:00,2013-10-04 15:00:00,73.418,-175.8666,73.8884,-175.4018
300234060435540.csv,2013-10-06 20:00:00,2013-11-09 15:00:00,74.99744,-164.96565,72.9038,-174.5896
300234060439180.csv,2013-10-08 12:00:00,2013-10-16 8:00:00,73.335,-164.9928,72.32741,-168.31706
300234060431580.csv,2013-10-08 18:00:00,2013-10-17 20:00:00,74.8732,-162.9574,74.46324,-168.06536
300234060108680.csv,2013-10-19 9:00:00,2013-10-20 10:00:00,73.773,178.5972,73.72547,178.50624
300234060108680.csv,2013-10-23 18:00:00,2013-10-31 0:00:00,73.5852,178.406,73.616,178.3742
300234011819920.csv,2013-10-23 21:00:00,2013-10-31 21:00:00,81.96822,0.13934,81.17442,0.14618
300025010305720.csv,2013-10-24 1:00:00,2013-10-31 23:00:00,81.9033,-0.0589,81.0928,-1.7487
300234060439180.csv,2013-11-01 9:00:00,2013-11-04 11:00:00,69.4534,-173.2456,69.96115,-173.06055
300025010305720.csv,2013-11-05 17:00:00,2013-11-06 11:00:00,80.0625,-3.0181,79.7245,-3.0147
300234060431580.csv,2013-11-07 18:00:00,2013-11-07 22:00:00,72.8926,-171.6144,72.93441,-171.71287
300025010305720.csv,2013-11-09 22:00:00,2013-12-29 1:00:00,79.1131,-4.5374,68.8738,-20.611
300234060435540.csv,2013-11-10 21:00:00,2013-11-30 23:00:00,72.9054,-174.4218,72.06479,-168.83367
300234060431580.csv,2013-11-14 6:00:00,2013-11-30 23:00:00,72.8724,-173.389,72.65789,-170.23416
300025010128510.csv,2013-11-14 20:00:00,2013-11-17 8:00:00,72.9526,-164.0252,72.574,-162.1411
300234011135980.csv,2013-11-17 11:00:00,2013-11-27 9:00:00,80.25401,-2.80551,77.90717,-5.9777
300234011589520.csv,2013-11-17 23:00:00,2013-12-29 3:00:00,80.86294,0.68412,71.1516,-17.6378
300025010128510.csv,2013-11-18 15:00:00,2013-11-30 23:00:00,72.2645,-161.6024,71.8226,-164.5668
300234011135980.csv,2013-12-01 0:00:00,2013-12-18 18:00:00,77.48559,-6.95773,75.54066,-9.86098
300234060439180.csv,2013-12-01 0:00:00,2013-12-06 20:00:00,70.0406,-170.1284,70.30269,-170.19687
300234011973540.csv,2013-12-05 18:00:00,2014-02-06 9:00:00,81.6084,9.8504,80.5222,3.2906
300234060439180.csv,2013-12-09 12:00:00,2013-12-11 20:00:00,70.4076,-169.4066,70.30533,-170.10653
300234060439180.csv,2013-12-13 12:00:00,2013-12-22 15:00:00,70.3078,-170.2406,69.3062,-170.4216
300234060332470.csv,2014-06-01 0:00:00,2014-06-22 8:00:00,72.0744,-129.3648,72.1552,-136.3262
300234060430200.csv,2014-06-01 0:00:00,2014-07-26 22:00:00,72.2556,-126.4436,72.1118,-136.378
300234061653450.csv,2014-06-01 23:00:00,2014-06-17 20:00:00,71.73557,-155.29595,72.04778,-158.90068
300234061363160.csv,2014-06-09 7:00:00,2014-06-19 11:00:00,71.99053,-155.73732,72.19211,-157.51564
300234060108670.csv,2014-06-17 6:00:00,2014-06-22 1:00:00,70.4784,-177.9892,70.44313,-178.61598
300234011097780.csv,2014-06-20 4:00:00,2014-08-17 16:00:00,79.6167,0.19327,78.32486,0.89377
300234061610020.csv,2014-06-20 4:00:00,2014-07-20 19:00:00,79.6158,0.1846,79.3038,5.0132
300234011884900.csv,2014-06-20 5:00:00,2014-07-23 3:00:00,79.61612,0.19769,79.0922,5.2052
300234061367150.csv,2014-06-29 22:00:00,2014-07-31 23:00:00,71.25582,-163.94631,71.84891,-151.73938
300234060108670.csv,2014-07-01 0:00:00,2014-07-31 23:00:00,70.9996,177.5714,71.38245,172.1078
300234060248440.csv,2014-07-01 0:00:00,2014-08-31 23:00:00,72.541,-158.2716,74.34305,-164.26769
300234060332470.csv,2014-07-01 0:00:00,2014-07-31 9:00:00,72.4084,-138.4892,72.266,-142.0482
300234060435540.csv,2014-07-01 0:00:00,2014-07-31 23:00:00,71.5976,-172.0248,71.5976,-172.0248
300234061363160.csv,2014-07-01 0:00:00,2014-07-12 11:00:00,72.6782,-160.8184,73.23373,-163.15326
300234061653450.csv,2014-07-01 0:00:00,2014-07-11 23:00:00,72.67816,-162.81851,73.21931,-165.05995
300234061363160.csv,2014-07-13 22:00:00,2014-08-26 3:00:00,73.24578,-163.41869,72.3606,-157.9392
300234061653450.csv,2014-07-14 3:00:00,2014-08-31 23:00:00,73.23077,-165.49298,72.10439,-158.67066
300234011882260.csv,2014-07-25 2:00:00,2014-08-10 13:00:00,72.00761,-141.48407,72.52824,-146.53122
300234061867100.csv,2014-07-31 10:00:00,2014-07-31 22:00:00,82.81951,-4.59058,82.74512,-4.62003
300234010254790.csv,2014-08-01 0:00:00,2014-08-27 9:00:00,75.9966,-138.9374,75.9966,-138.9374
300234060108680.csv,2014-08-01 0:00:00,2014-08-23 17:00:00,73.7312,174.3814,73.7312,174.3814
300234061367150.csv,2014-08-03 5:00:00,2014-08-05 15:00:00,72.07913,-150.54828,72.1514,-152.4604
300234060108670.csv,2014-08-08 14:00:00,2014-08-31 23:00:00,72.44428,170.53744,72.35089,169.28942
300234011971540.csv,2014-08-09 3:00:00,2014-09-07 9:00:00,87.055,40.9742,87.055,40.9742
300234010423100.csv,2014-08-13 0:00:00,2014-08-20 4:00:00,74.9418,179.9856,75.3716,177.19
300234011974530.csv,2014-08-15 0:00:00,2014-08-20 8:00:00,75.088,179.9662,75.55302,177.71444
300234060435540.csv,2014-08-15 21:00:00,2014-08-27 6:00:00,71.5976,-172.0248,71.5976,-172.0248
300234061763810.csv,2014-08-15 22:00:00,2014-09-04 16:00:00,81.32226,-1.0786,79.1768,0.98536
300234061867100.csv,2014-08-20 12:00:00,2014-09-12 4:00:00,81.34035,-1.79378,78.99906,-3.38407
300234011988450.csv,2014-08-21 9:00:00,2014-08-22 23:00:00,77.0902,-97.4832,77.01211,-97.20979
300234061762890.csv,2014-08-27 13:30:00,2014-08-28 20:00:00,79.16081,-9.42574,79.28142,-8.94169
300234060108680.csv,2014-08-31 0:00:00,2014-10-21 22:00:00,73.7312,174.3814,73.7312,174.3814
300234010254790.csv,2014-09-01 0:00:00,2014-09-09 3:00:00,75.9966,-138.9374,75.9966,-138.9374
300234010423100.csv,2014-09-01 0:00:00,2014-09-30 23:00:00,75.177,175.3964,76.2368,168.5762
300234011974530.csv,2014-09-01 0:00:00,2014-09-26 13:00:00,75.6946,176.8472,77.0816,174.0105
300234011988450.csv,2014-09-12 5:00:00,2014-09-30 12:00:00,76.03739,-94.4476,75.649,-93.2624
300234010254790.csv,2014-09-18 3:00:00,2014-09-30 23:00:00,75.9966,-138.9374,75.9966,-138.9374
300234061366400.csv,2014-09-19 11:00:00,2014-09-23 3:00:00,80.6288,-1.84874,80.3936,-0.6412
300234061366400.csv,2014-09-26 13:00:00,2014-10-08 10:00:00,80.28585,0.20889,79.44622,-2.83742
300234060248440.csv,2014-10-01 0:00:00,2014-10-21 11:00:00,74.1738,-175.7558,74.77017,173.00662
300234061363160.csv,2014-10-01 0:00:00,2014-10-03 3:00:00,72.5496,-160.5966,72.4188,-160.2604
300234061653450.csv,2014-10-01 0:00:00,2014-10-25 12:00:00,72.778,-161.00824,72.73052,-168.24559
300234061655470.csv,2014-10-01 0:00:00,2014-10-27 7:00:00,82.00258,21.43874,81.99055,24.65975
300234011971540.csv,2014-10-04 0:00:00,2014-10-31 23:00:00,87.055,40.9742,87.055,40.9742
300234011884900.csv,2014-10-04 18:00:00,2014-12-09 14:00:00,79.3384,6.752,73.40483,-13.01956
300234060108670.csv,2014-10-19 19:00:00,2014-10-31 23:00:00,72.56372,160.17314,72.73887,148.46677
300234061366400.csv,2014-10-20 9:00:00,2014-10-22 17:00:00,78.9042,-5.4956,78.65,-6.5457
300234061655470.csv,2014-10-31 1:00:00,2014-12-17 9:00:00,82.04557,22.80474,80.19905,13.71912
300234061653450.csv,2014-11-01 5:00:00,2014-11-30 23:00:00,72.46682,-169.53056,73.60441,178.69266
300234011971540.csv,2014-11-06 2:00:00,2014-11-07 8:00:00,87.055,40.9742,87.055,40.9742
300234011971540.csv,2014-11-08 10:00:00,2014-12-03 14:00:00,87.055,40.9742,87.055,40.9742
300234011541430.csv,2014-11-09 12:00:00,2014-11-15 9:00:00,68.5214,-64.8212,68.2694,-64.7076
300234061361200.csv,2014-11-10 8:00:00,2014-12-14 10:00:00,81.12071,6.12613,77.20278,-1.3654
300234061363160.csv,2014-11-20 0:00:00,2014-11-30 23:00:00,71.592,-176.785,71.67906,177.55746
300234061363160.csv,2014-12-03 20:00:00,2014-12-05 10:00:00,71.02113,176.69279,70.67047,175.4436
300234061363210.csv,2014-12-29 5:00:00,2015-03-01 18:00:00,76.2374,-10.80569,75.8,-11.0938
300234061364160.csv,2015-01-06 18:00:00,2015-01-27 16:00:00,61.5498,-177.0524,61.5498,-177.0524
300234061366160.csv,2015-01-21 19:00:00,2015-01-22 2:00:00,59.9336,171.8728,59.9336,171.8728
300234061655470.csv,2015-01-26 9:00:00,2015-02-09 23:00:00,80.00575,16.01584,80.00575,16.01584
300234061369400.csv,2015-02-11 4:00:00,2015-02-23 21:00:00,82.5762,21.8986,82.5762,21.8986
300234062440630.csv,2015-02-11 6:00:00,2015-03-16 15:00:00,82.1666,19.5222,80.9516,18.938
300234062311650.csv,2015-02-12 3:00:00,2015-02-21 17:00:00,82.1422,19.1304,81.18656,20.51584
300234062447630.csv,2015-02-12 12:00:00,2015-03-08 3:00:00,82.1352,19.0172,81.5496,14.7816
300234061369130.csv,2015-02-12 18:00:00,2015-03-08 0:00:00,82.1626,19.4736,81.6142,15.9442
300234061362150.csv,2015-02-17 17:00:00,2015-03-15 12:00:00,81.9374,18.9416,81.1234,16.1446
300234061369400.csv,2015-03-02 9:00:00,2015-03-11 5:00:00,82.5762,21.8986,82.5762,21.8986
300234062447630.csv,2015-03-10 0:00:00,2015-03-24 21:00:00,81.3948,13.002,80.0536,15.2088
300234061369130.csv,2015-03-10 1:00:00,2015-03-18 21:00:00,81.47219,13.86497,80.6646,17.9484
300234061364160.csv,2015-03-14 10:00:00,2015-03-16 5:00:00,61.5498,-177.0524,61.5498,-177.0524
300234061766880.csv,2015-04-02 4:00:00,2015-05-20 6:00:00,84.97905,-24.79216,84.97905,-24.79216
300234062424060.csv,2015-04-02 20:00:00,2015-04-04 21:00:00,81.6136,16.0068,81.617,16.0684
300234060890090.csv,2015-04-08 14:00:00,2015-04-13 15:00:00,84.1818,-20.2446,84.1818,-20.2446
300234062424060.csv,2015-04-10 10:00:00,2015-04-12 23:00:00,81.529,14.496,81.4066,13.1184
300234060890090.csv,2015-04-16 10:00:00,2015-06-23 12:00:00,84.1818,-20.2446,84.1818,-20.2446
300234062424060.csv,2015-04-21 4:00:00,2015-05-06 21:00:00,81.4706,13.8314,79.7238,3.2828
300234061369140.csv,2015-05-22 17:00:00,2015-06-06 15:00:00,80.97502,8.64527,79.715,2.0192
300234061371430.csv,2015-05-23 7:00:00,2015-06-03 12:00:00,80.98778,8.81956,80.467,5.4074
300234062426060.csv,2015-05-24 10:00:00,2015-06-11 15:00:00,80.9646,8.4932,79.1288,0.0136
300234062426150.csv,2015-05-27 15:00:00,2015-05-29 19:00:00,81.0496,9.5866,80.9824,8.7094
300234061766880.csv,2015-05-28 16:00:00,2015-06-25 10:00:00,84.97905,-24.79216,84.97905,-24.79216
300234062426150.csv,2015-06-01 0:00:00,2015-06-11 13:00:00,80.9532,7.8358,79.9348,2.97068
300234011586520.csv,2015-07-01 0:00:00,2015-07-27 16:30:00,71.9576,-153.7088,71.9302,-161.657
300234011845560.csv,2015-07-01 0:00:00,2015-07-31 23:30:00,71.9842,-153.3518,71.4744,-159.2706
300234060248440.csv,2015-07-01 0:00:00,2015-08-27 0:00:00,74.277,162.095,74.277,162.095
300234060340370.csv,2015-07-01 0:00:00,2015-07-23 7:00:00,73.99728,171.83394,75.08507,166.07142
300234060341390.csv,2015-07-01 0:00:00,2015-07-20 10:00:00,74.87352,170.73702,76.40848,165.62295
300234061365150.csv,2015-07-01 0:00:00,2015-08-28 6:00:00,76.4458,-160.5324,76.9406,-164.9794
300234061398600.csv,2015-07-01 0:00:00,2015-08-31 23:00:00,74.7538,-173.4532,76.9538,168.8748
300234062551190.csv,2015-07-01 0:00:00,2015-07-31 23:00:00,71.2324,-150.6084,71.468,-156.9844
300234060108670.csv,2015-07-04 12:00:00,2015-07-31 23:00:00,72.6822,148.4616,72.6822,148.4616
300234061366150.csv,2015-07-16 23:00:00,2015-07-31 23:00:00,72.27248,-156.51754,72.25468,-157.5172
300234062556740.csv,2015-07-22 15:00:00,2015-08-31 23:00:00,76.3406,179.9798,77.26546,168.75532
300234011246360.csv,2015-07-29 0:00:00,2015-07-31 23:00:00,74.0498,166.5348,73.96554,165.22203
300234060340370.csv,2015-08-01 0:00:00,2015-09-24 18:00:00,75.2148,164.02518,75.59298,164.01852
300234060341390.csv,2015-08-01 0:00:00,2015-10-05 23:00:00,77.08644,161.98146,77.86709,164.22265
300234062424160.csv,2015-08-03 22:30:00,2015-08-05 1:30:00,82.2556,-2.2588,82.2154,-1.9178
300234011246360.csv,2015-08-06 2:00:00,2015-08-31 23:00:00,73.99816,162.64777,74.37247,154.43202
300234062551190.csv,2015-08-06 18:00:00,2015-08-29 18:00:00,71.2932,-151.5204,72.7752,-158.8676
300234062656350.csv,2015-08-12 0:00:00,2015-08-31 23:00:00,71.88094,-142.21005,72.00242,-147.88108
300234062492480.csv,2015-08-19 13:00:00,2015-08-26 15:00:00,74.9924,-170.18896,75.00994,-175.99538
300234060833120.csv,2015-08-19 18:00:00,2015-08-31 23:00:00,81.1194,-134.1018,81.1194,-134.1018
300234061362160.csv,2015-08-21 18:00:00,2015-08-31 23:00:00,71.7638,-152.866,72.70474,-155.91181
300234062957970.csv,2015-08-26 9:00:00,2015-09-30 23:00:00,76.52142,-170.37355,75.93783,-171.57102
300234062424160.csv,2015-08-31 9:30:00,2015-08-31 23:30:00,81.9922,-0.236,81.9592,-0.334
300234060248440.csv,2015-09-01 0:00:00,2015-09-12 21:00:00,74.277,162.095,74.277,162.095
300234010255800.csv,2015-09-06 3:00:00,2015-09-11 9:00:00,78.5846,161.175,78.5992,161.253
300234062556740.csv,2015-09-07 18:00:00,2015-09-30 23:00:00,77.4976,172.5994,79.00403,179.83818
300234061398600.csv,2015-09-11 4:00:00,2015-09-30 23:00:00,77.867,171.5102,79.6512,172.735
300234062424160.csv,2015-09-14 18:00:00,2015-09-30 23:00:00,80.544,-0.711,78.5644,-1.0894
300234010255800.csv,2015-09-19 18:00:00,2015-09-27 12:00:00,78.8322,163.008,79.0628,165.292
300234062426160.csv,2015-09-20 21:00:00,2015-10-13 0:30:00,81.5244,3.8044,81.0932,7.1624
300234060248440.csv,2015-09-21 20:00:00,2015-09-30 23:00:00,74.277,162.095,74.277,162.095
300234060108820.csv,2015-09-29 19:00:00,2015-09-30 23:00:00,75.1026,-128.6746,75.01581,-128.43767
300234060436000.csv,2015-09-29 19:00:00,2015-09-30 23:00:00,75.0006,-128.7916,74.91899,-128.76997
300234060434550.csv,2015-09-29 20:00:00,2015-09-30 23:00:00,75.5982,-129.4032,75.57406,-128.86519
300234010255800.csv,2015-09-30 15:00:00,2015-09-30 23:00:00,79.018,164.4594,79.02162,164.91493
300234011246360.csv,2015-10-01 0:00:00,2015-10-31 23:00:00,74.3074,164.6492,75.29862,164.61927
300234060340370.csv,2015-10-01 0:00:00,2015-10-31 23:00:00,75.62574,164.87622,77.06283,163.98057
300234061360160.csv,2015-10-01 0:00:00,2015-10-28 23:00:00,73.1906,-154.9502,74.38405,-169.78148
300234061362160.csv,2015-10-01 0:00:00,2015-10-02 8:00:00,75.09,-168.0306,75.11243,-167.29328
300234062551190.csv,2015-10-01 0:00:00,2015-10-05 7:00:00,72.6854,-160.3694,72.0704,-158.627
300234062656350.csv,2015-10-01 0:00:00,2015-10-30 4:00:00,73.20208,-157.21396,75.0065,-166.64087
300234062951960.csv,2015-10-01 0:00:00,2015-10-31 23:00:00,74.56131,174.57172,75.6874,170.57513
300234061366150.csv,2015-10-01 21:00:00,2015-10-09 4:00:00,71.3342,-156.6086,71.20544,-155.81971
300234061362160.csv,2015-10-03 16:00:00,2015-10-03 17:00:00,75.03859,-166.08401,75.03706,-166.09915
300234062957970.csv,2015-10-04 15:00:00,2015-10-12 13:00:00,75.44652,-169.81593,75.15283,-173.61411
300234061362160.csv,2015-10-05 6:00:00,2015-10-05 10:00:00,75.0268,-166.2748,75.02125,-166.3552
300234061364420.csv,2015-10-07 0:00:00,2015-10-25 17:00:00,73.254,-164.8824,73.04173,-162.34711
300234060436000.csv,2015-10-08 20:00:00,2015-10-31 23:00:00,73.8206,-126.6144,72.15598,-130.92076
300234060108820.csv,2015-10-09 12:00:00,2015-10-31 23:00:00,73.9046,-126.2392,72.41187,-129.42262
300234060341390.csv,2015-10-10 15:00:00,2015-10-12 7:00:00,77.93928,164.50596,77.97837,164.75165
300234060434550.csv,2015-10-22 20:00:00,2015-10-31 23:00:00,73.72334,-127.09183,73.23625,-128.51326
300234060544160.csv,2015-11-01 0:00:00,2015-11-08 0:00:00,65.6432,-57.9364,63.9824,-58.6486
300234060435010.csv,2015-11-01 4:00:00,2015-11-04 18:00:00,65.54828,-57.6517,64.9756,-57.74
300234061361410.csv,2015-11-01 12:00:00,2015-11-14 15:00:00,72.8242,179.3692,71.2664,176.5602
300234062551190.csv,2015-11-03 8:00:00,2015-11-18 6:00:00,71.892,-173.3858,67.2392,-171.64
300234061393560.csv,2015-11-05 1:00:00,2015-11-18 23:00:00,72.8226,179.1212,70.638,179.9598
300234061364420.csv,2015-11-05 18:00:00,2015-11-30 23:00:00,73.3062,-164.8626,72.44958,-169.26036
300234061360160.csv,2015-11-08 5:00:00,2015-11-30 23:00:00,74.00805,-175.58806,73.14781,-175.49957
300234061366150.csv,2015-11-12 12:00:00,2015-11-26 6:00:00,72.0142,-162.3122,71.4838,-165.832
300234060435010.csv,2015-12-01 0:00:00,2015-12-26 2:00:00,62.4646,-59.1038,60.92996,-60.04938
300234062551190.csv,2015-12-02 11:00:00,2015-12-13 10:00:00,66.0754,-167.6204,65.0912,-169.391
300234062923840.csv,2015-12-04 21:00:00,2015-12-18 3:00:00,79.73424,-4.81768,77.65794,-8.1457
300234062923840.csv,2015-12-21 9:00:00,2016-01-30 18:00:00,76.6179,-10.0717,75.57192,-9.7666
300234062429150.csv,2015-12-21 10:00:00,2015-12-31 1:30:00,75.059,-15.883,73.7018,-18.2044
300234061365160.csv,2016-01-01 0:00:00,2016-01-25 6:00:00,61.8184,-168.2468,61.611,-173.8844
300234062554760.csv,2016-01-15 22:00:00,2016-01-26 7:00:00,77.6452,-12.2382,77.6452,-12.2382
300234062554760.csv,2016-01-28 17:00:00,2016-01-29 18:00:00,77.6452,-12.2382,77.6452,-12.2382
300234062554760.csv,2016-02-02 14:00:00,2016-02-16 16:00:00,77.6452,-12.2382,77.6452,-12.2382
300234062556750.csv,2016-02-03 5:00:00,2016-02-11 2:00:00,84.45,33.1398,84.45,33.1398
300234062442620.csv,2016-04-21 16:00:00,2016-04-23 8:00:00,71.65987,-128.90014,71.673,-130.01787
300234062442620.csv,2016-05-01 0:00:00,2016-05-24 21:00:00,71.9312,-135.2708,72.4734,-143.5068
300234062553800.csv,2016-05-17 19:00:00,2016-06-21 4:00:00,84.628,-27.2224,84.628,-27.2224
300234062954190.csv,2016-05-26 12:00:00,2016-05-31 23:00:00,81.4666,-133.3682,81.4666,-133.3682
300234011541420.csv,2016-06-01 0:00:00,2016-08-31 23:00:00,81.3606,-119.6242,81.3606,-119.6242
300234062442620.csv,2016-06-01 0:00:00,2016-06-30 23:00:00,72.6924,-145.6958,72.44448,-149.69133
300234062784540.csv,2016-06-04 19:00:00,2016-06-13 19:00:00,87.29467,-17.57066,87.29467,-17.57066
300234062954190.csv,2016-06-10 6:00:00,2016-06-30 3:00:00,81.4666,-133.3682,81.4666,-133.3682
300234062784540.csv,2016-06-16 3:00:00,2016-08-03 4:00:00,87.29467,-17.57066,87.29467,-17.57066
300234062558760.csv,2016-06-29 2:00:00,2016-07-31 23:00:00,71.44139,-153.94783,73.47712,-158.2404
300234060340370.csv,2016-07-01 0:00:00,2016-07-11 3:00:00,76.64148,168.92766,76.64148,168.92766
300234062957210.csv,2016-07-01 0:00:00,2016-07-31 23:00:00,78.4204,-136.9848,78.4204,-136.9848
300234062442620.csv,2016-07-05 23:00:00,2016-07-13 3:00:00,72.73631,-151.11815,73.027,-153.3042
300234063266850.csv,2016-07-07 17:00:00,2016-07-31 23:00:00,69.214,-60.6804,68.201,-59.4706
