,fullname,case_number,location,dx,left_x,right_x,lower_y,top_y,center_x,center_y,center_lat,center_lon,startdate,enddate
0,iabp_comp1,001,beaufort_sea,1369.0km,-2049843.9445252432,-680474.0704906267,444714.37040194066,1625508.3246545105,-1365159.007507935,1035111.3475282255,74.2801766679909,-172.17067782421935,2015-07-01,2015-07-31
