datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2016-02-05 15:00:00,1827809.56938,-2774146.40131,90.0,-11.6202,60.0086
2016-02-05 16:00:00,1827909.58089,-2771925.10866,90.0,-11.59767,60.02414
2016-02-05 17:00:00,1827490.99194,-2770045.69234,90.0,-11.58584,60.03968
2016-02-05 18:00:00,1826770.55214,-2768423.86267,180.0,-11.5808,60.0548
2016-02-05 19:00:00,1825965.01108,-2766975.32996,180.0,-11.57863,60.06908
2016-02-05 20:00:00,1825291.11837,-2765615.80451,180.0,-11.57541,60.08208
2016-02-05 21:00:00,1824965.62361,-2764260.99666,180.0,-11.5672,60.0934
2016-02-05 22:00:00,1825130.91301,-2762858.98257,180.0,-11.55145,60.10272
2016-02-05 23:00:00,1825631.91914,-2761487.30182,180.0,-11.53113,60.11022
2016-02-06 00:00:00,1826239.2112,-2760255.85985,180.0,-11.5106,60.1162
2016-02-06 01:00:00,1826752.03591,-2759220.84863,180.0,-11.49331,60.12121
2016-02-06 02:00:00,1827084.35023,-2758223.60616,180.0,-11.47897,60.12681
2016-02-06 03:00:00,1827178.78865,-2757051.75696,180.0,-11.4664,60.1348
2016-02-06 04:00:00,1827007.97945,-2755562.31299,180.0,-11.45461,60.14634
2016-02-06 05:00:00,1826664.52596,-2753889.83596,180.0,-11.44355,60.16003
2016-02-06 06:00:00,1826271.02529,-2752238.27503,180.0,-11.4334,60.1738
2016-02-06 07:00:00,1825936.29213,-2750787.31819,180.0,-11.42432,60.18585
2016-02-06 08:00:00,1825714.0115,-2749619.60879,180.0,-11.41632,60.19532
2016-02-06 09:00:00,1825644.08602,-2748793.52901,180.0,-11.4094,60.2016
2016-02-06 10:00:00,1825735.62259,-2748359.13356,180.0,-11.4039,60.20429
2016-02-06 11:00:00,1825874.54541,-2748333.16732,180.0,-11.40164,60.20381
2016-02-06 12:00:00,1825915.983,-2748724.0477,180.0,-11.4048,60.2008
2016-02-06 13:00:00,1825731.72574,-2749507.86036,180.0,-11.41499,60.19604
2016-02-06 14:00:00,1825260.21159,-2750531.36397,180.0,-11.43164,60.19092
2016-02-06 15:00:00,1824456.54037,-2751608.98542,180.0,-11.4536,60.187
2016-02-06 16:00:00,1823308.59875,-2752570.9114,180.0,-11.47943,60.18555
2016-02-06 17:00:00,1821935.42074,-2753310.36763,180.0,-11.50638,60.18677
2016-02-06 18:00:00,1820488.82714,-2753736.3396,180.0,-11.5314,60.1906
2016-02-06 19:00:00,1819089.18058,-2753820.94632,180.0,-11.55248,60.19666
2016-02-06 20:00:00,1817731.01082,-2753788.84088,180.0,-11.57185,60.20336
2016-02-06 21:00:00,1816377.3894,-2753927.80987,180.0,-11.5928,60.2088
2016-02-06 22:00:00,1815008.22199,-2754450.61241,180.0,-11.61765,60.21154
2016-02-06 23:00:00,1813670.75069,-2755269.89775,180.0,-11.64488,60.21199
2016-02-07 00:00:00,1812429.05169,-2756223.28763,180.0,-11.672,60.211
2016-02-07 01:00:00,1811326.649,-2757175.03061,180.0,-11.69708,60.20936
2016-02-07 02:00:00,1810324.85774,-2758095.88232,180.0,-11.7204,60.20746
2016-02-07 03:00:00,1809364.44084,-2758983.22519,180.0,-11.7428,60.2056
2016-02-07 04:00:00,1808393.76215,-2759825.7265,180.0,-11.76492,60.20411
2016-02-07 05:00:00,1807391.58928,-2760577.19301,180.0,-11.78663,60.20342
2016-02-07 06:00:00,1806344.29075,-2761182.71631,180.0,-11.8076,60.204
2016-02-07 07:00:00,1805249.05731,-2761609.72499,180.0,-11.82758,60.20609
2016-02-07 08:00:00,1804146.36843,-2761914.9954,180.0,-11.84651,60.2091
2016-02-07 09:00:00,1803087.52576,-2762177.64089,180.0,-11.8644,60.2122
2016-02-07 10:00:00,1802103.65003,-2762457.97851,180.0,-11.88137,60.21482
2016-02-07 11:00:00,1801145.1383,-2762741.14024,180.0,-11.89801,60.21729
2016-02-07 12:00:00,1800142.20666,-2762993.46182,180.0,-11.915,60.2202
2016-02-07 13:00:00,1799046.43053,-2763191.04524,180.0,-11.93283,60.22394
2016-02-07 14:00:00,1797894.82242,-2763349.05768,180.0,-11.9511,60.22822
2016-02-07 15:00:00,1796745.75415,-2763492.4326,180.0,-11.9692,60.2326
2016-02-07 16:00:00,1795652.84351,-2763640.62598,180.0,-11.98653,60.23667
2016-02-07 17:00:00,1794650.69222,-2763791.18395,180.0,-12.00257,60.2403
2016-02-07 18:00:00,1793769.14801,-2763936.17515,180.0,-12.0168,60.2434
2016-02-07 19:00:00,1793010.40512,-2764084.03866,180.0,-12.02927,60.2459
2016-02-07 20:00:00,1792266.04395,-2764308.6952,180.0,-12.04225,60.24777
2016-02-07 21:00:00,1791399.99143,-2764700.43589,180.0,-12.0586,60.249
2016-02-07 22:00:00,1790317.93099,-2765327.94729,180.0,-12.08033,60.24953
2016-02-07 23:00:00,1789092.57208,-2766173.49771,180.0,-12.10621,60.24915
2016-02-08 00:00:00,1787838.38064,-2767197.75084,180.0,-12.1342,60.2476
2016-02-08 01:00:00,1786637.46217,-2768360.94661,180.0,-12.16272,60.24478
2016-02-08 02:00:00,1785442.48031,-2769621.6296,180.0,-12.19206,60.24123
2016-02-08 03:00:00,1784173.73826,-2770937.9206,180.0,-12.223,60.2376
2016-02-08 04:00:00,1782790.12127,-2772270.06544,180.0,-12.25576,60.23439
2016-02-08 05:00:00,1781404.84288,-2773586.8101,180.0,-12.28839,60.23129
2016-02-08 06:00:00,1780169.6987,-2774859.02562,180.0,-12.3184,60.2278
2016-02-08 07:00:00,1779206.35688,-2776069.18919,180.0,-12.34384,60.22349
2016-02-08 08:00:00,1778515.97571,-2777246.20262,180.0,-12.36498,60.21814
2016-02-08 09:00:00,1778069.58602,-2778430.57388,180.0,-12.3826,60.2116
2016-02-08 10:00:00,1777843.34625,-2779655.59357,180.0,-12.39738,60.20373
2016-02-08 11:00:00,1777833.92534,-2780925.68268,180.0,-12.40939,60.19453
2016-02-08 12:00:00,1778043.11984,-2782238.04484,180.0,-12.4186,60.184
2016-02-08 13:00:00,1778455.44135,-2783578.44353,180.0,-12.42509,60.17232
2016-02-08 14:00:00,1778986.26165,-2784886.8817,180.0,-12.42955,60.16032
2016-02-08 15:00:00,1779533.66756,-2786091.92214,180.0,-12.4328,60.149
2016-02-08 16:00:00,1780002.72764,-2787138.18141,180.0,-12.43571,60.1392
2016-02-08 17:00:00,1780326.43736,-2788034.49106,180.0,-12.43934,60.13117
2016-02-08 18:00:00,1780444.77393,-2788805.73636,180.0,-12.4448,60.125
2016-02-08 19:00:00,1780339.17227,-2789488.32333,180.0,-12.4527,60.12052
2016-02-08 20:00:00,1780156.89819,-2790164.74094,180.0,-12.46166,60.11644
2016-02-08 21:00:00,1780086.67524,-2790928.99887,180.0,-12.4698,60.1112
2016-02-08 22:00:00,1780258.48755,-2791851.04806,180.0,-12.47587,60.10369
2016-02-08 23:00:00,1780567.36167,-2792904.60433,180.0,-12.48117,60.09458
2016-02-09 00:00:00,1780849.58476,-2794039.32475,180.0,-12.4876,60.085
2016-02-09 01:00:00,1780984.39038,-2795205.62067,180.0,-12.49647,60.07588
2016-02-09 02:00:00,1781022.7977,-2796356.92061,180.0,-12.5066,60.06731
2016-02-09 03:00:00,1781058.77232,-2797447.40736,180.0,-12.5162,60.0592
2016-02-09 04:00:00,1781167.72229,-2798437.83591,180.0,-12.5238,60.05148
2016-02-09 05:00:00,1781350.82553,-2799315.24989,180.0,-12.52927,60.04424
2016-02-09 06:00:00,1781590.70242,-2800073.26511,180.0,-12.5328,60.0376
2016-02-09 07:00:00,1781870.81347,-2800711.09054,180.0,-12.53463,60.03165
2016-02-09 08:00:00,1782177.97955,-2801250.30779,180.0,-12.53515,60.0263
2016-02-09 09:00:00,1782499.86168,-2801718.09159,180.0,-12.5348,60.0214
2016-02-09 10:00:00,1782824.65734,-2802139.26308,180.0,-12.53397,60.01683
2016-02-09 11:00:00,1783142.71006,-2802529.22887,180.0,-12.53295,60.01251
2016-02-14 12:00:00,1735975.99156,-2833388.13504,180.0,-13.5048,60.0022
2016-02-14 13:00:00,1735607.87039,-2833438.08628,180.0,-13.51066,60.00349
2016-02-14 14:00:00,1735196.43608,-2833380.26129,180.0,-13.51619,60.00577
2016-02-14 15:00:00,1734736.13723,-2833251.26475,180.0,-13.5218,60.0088
2016-02-14 16:00:00,1734230.00607,-2833081.93018,180.0,-13.52772,60.01233
2016-02-14 17:00:00,1733715.40941,-2832880.00641,180.0,-13.53347,60.01614
2016-02-14 18:00:00,1733238.29767,-2832647.47114,180.0,-13.5384,60.02
2016-02-14 19:00:00,1732839.32503,-2832384.0772,180.0,-13.5419,60.02374
2016-02-14 20:00:00,1732537.96059,-2832080.67798,180.0,-13.5436,60.02733
2016-02-14 21:00:00,1732348.37717,-2831725.90206,180.0,-13.5432,60.0308
2016-02-14 22:00:00,1732253.98777,-2831307.34755,180.0,-13.54082,60.03431
2016-02-14 23:00:00,1732115.16602,-2830808.49094,180.0,-13.53837,60.03861
2016-02-15 00:00:00,1731761.52576,-2830211.77824,180.0,-13.5382,60.0446
2016-02-15 01:00:00,1731075.99113,-2829510.67781,180.0,-13.54198,60.05286
2016-02-15 02:00:00,1730154.72774,-2828742.74716,180.0,-13.54863,60.06267
2016-02-15 03:00:00,1729147.21155,-2827956.56611,180.0,-13.5564,60.073
2016-02-15 04:00:00,1728177.88835,-2827183.98215,180.0,-13.56373,60.08306
2016-02-15 05:00:00,1727271.08334,-2826389.91353,180.0,-13.56995,60.093
2016-02-15 06:00:00,1726426.09154,-2825522.54613,180.0,-13.5746,60.1032
2016-02-15 07:00:00,1725633.76753,-2824535.35945,180.0,-13.57739,60.11405
2016-02-15 08:00:00,1724851.20413,-2823403.00721,180.0,-13.57874,60.12592
2016-02-15 09:00:00,1724027.05369,-2822105.43672,180.0,-13.5792,60.1392
2016-02-15 10:00:00,1723127.68486,-2820628.20102,180.0,-13.57915,60.15414
2016-02-15 11:00:00,1722190.33135,-2818979.27623,180.0,-13.57812,60.17053
2016-02-15 12:00:00,1721269.94317,-2817172.24421,180.0,-13.5754,60.188
2016-02-15 13:00:00,1720396.15333,-2815218.51938,180.0,-13.57066,60.20635
2016-02-15 14:00:00,1719497.32684,-2813120.84651,180.0,-13.56498,60.22587
2016-02-15 15:00:00,1718476.51172,-2810879.80291,180.0,-13.5598,60.247
2016-02-15 16:00:00,1717270.55371,-2808499.3159,180.0,-13.5561,60.27
2016-02-15 17:00:00,1715951.48947,-2805996.71278,180.0,-13.55296,60.29441
2016-02-15 18:00:00,1714625.15338,-2803392.67081,180.0,-13.549,60.3196
2016-02-15 19:00:00,1713381.48289,-2800720.50709,180.0,-13.54318,60.34493
2016-02-15 20:00:00,1712246.82765,-2798064.0981,180.0,-13.53588,60.36965
2016-02-15 21:00:00,1711231.64039,-2795519.96013,180.0,-13.5278,60.393
2016-02-15 22:00:00,1710371.61384,-2793146.39821,180.0,-13.51895,60.4144
2016-02-15 23:00:00,1709803.40077,-2790848.87229,180.0,-13.50643,60.43391
