datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2014-08-28 22:00:00,-97517.20301,190159.17008,30.5,162.14961,88.02741
2014-08-28 23:00:00,-97521.11594,190109.63804,60.5,162.1566,88.0278
2014-08-29 00:00:00,-97580.88969,190054.60295,60.0,162.1776,88.028
2014-08-29 01:00:00,-97687.72207,189975.34481,60.0,162.2128,88.0282
2014-08-29 02:00:00,-97835.57247,189899.24549,60.0,162.2574,88.0282
2014-08-29 03:00:00,-98011.19711,189857.44065,60.0,162.3044,88.0278
2014-08-29 04:00:00,-98184.16865,189816.84637,60.0,162.3506,88.0274
2014-08-29 05:00:00,-98312.65221,189725.92411,60.0,162.3924,88.0276
2014-08-29 06:00:00,-98393.28851,189610.87378,60.0,162.4258,88.0282
2014-08-29 07:00:00,-98423.27221,189424.37092,60.0,162.456,88.0296
2014-08-29 08:00:00,-98434.7653,189125.2722,60.0,162.4958,88.032
2014-08-29 09:00:00,-98470.52099,188740.07765,60.0,162.5522,88.035
2014-08-29 10:00:00,-98559.80029,188277.72697,60.0,162.6312,88.0384
2014-08-29 11:00:00,-98695.44061,187815.04243,60.0,162.7216,88.0416
2014-08-29 12:00:00,-98910.52076,187432.36042,60.0,162.8212,88.0438
2014-08-29 13:00:00,-99163.20031,187127.13282,60.0,162.9202,88.0452
2014-08-29 14:00:00,-99464.19556,186967.31782,60.5,163.0124,88.0452
2014-08-29 15:00:00,-99724.54109,186852.2993,60.5,163.08919,88.04501
2014-08-29 16:00:00,-99981.23289,186788.62588,60.5,163.15854,88.04441
2014-08-29 17:00:00,-100181.7908,186706.7759,59.5,163.2168,88.0442
2014-08-29 18:00:00,-100352.00809,186590.73535,60.5,163.2722,88.0444
2014-08-29 19:00:00,-100496.63421,186440.91241,60.5,163.32585,88.04498
2014-08-29 20:00:00,-100638.13828,186214.89068,60.0,163.3886,88.0462
2014-08-29 21:00:00,-100803.39759,185932.19386,60.0,163.4644,88.04777
2014-08-29 22:00:00,-100997.9642,185556.07213,60.5,163.5594,88.04996
2014-08-29 23:00:00,-101268.65415,185132.03671,59.5,163.679,88.0522
2014-08-30 00:00:00,-101605.93281,184699.83946,60.0,163.8158,88.0542
2014-08-30 01:00:00,-102000.01925,184284.36715,60.0,163.9642,88.0558
2014-08-30 02:00:00,-102418.48874,183928.11198,60.0,164.1108,88.0568
2014-08-30 03:00:00,-102812.11928,183633.86345,60.0,164.2434,88.0574
2014-08-30 04:00:00,-103159.87911,183389.0001,60.0,164.3586,88.0578
2014-08-30 05:00:00,-103458.69061,183145.92519,60.0,164.462,88.0584
2014-08-30 06:00:00,-103720.89312,182872.99775,60.0,164.5608,88.0594
2014-08-30 07:00:00,-103955.916,182564.9499,60.0,164.658,88.0608
2014-08-30 08:00:00,-104167.46604,182194.73509,60.0,164.7582,88.0628
2014-08-30 09:00:00,-104395.1756,181814.50117,60.0,164.8638,88.0648
2014-08-30 10:00:00,-104656.03549,181414.32356,60.0,164.9802,88.0668
2014-08-30 11:00:00,-104939.07864,181000.28548,60.0,165.104,88.0688
2014-08-30 12:00:00,-105250.83847,180618.54569,60.0,165.2304,88.0704
2014-08-30 13:00:00,-105576.40777,180277.76623,60.0,165.3546,88.0716
2014-08-30 14:00:00,-105896.89945,180014.26794,60.0,165.467,88.0722
2014-08-30 15:00:00,-106197.39066,179811.99193,60.0,165.5662,88.0724
2014-08-30 16:00:00,-106456.50473,179658.70651,60.0,165.6488,88.0724
2014-08-30 17:00:00,-106660.25252,179537.81985,60.0,165.7138,88.0724
2014-08-30 18:00:00,-106805.99069,179400.71876,60.0,165.7674,88.0728
2014-08-30 19:00:00,-106919.97434,179231.87922,60.0,165.818,88.0736
2014-08-30 20:00:00,-107015.38243,178998.20915,60.0,165.8734,88.075
2014-08-30 21:00:00,-107137.98207,178722.74982,60.0,165.9412,88.0766
2014-08-30 22:00:00,-107301.81107,178422.16102,60.0,166.0224,88.0782
2014-08-30 23:00:00,-107496.0899,178102.70829,60.0,166.1136,88.0798
2014-08-31 00:00:00,-107726.41135,177836.81715,60.0,166.2058,88.0808
2014-08-31 01:00:00,-107962.55199,177617.48056,60.0,166.2928,88.0814
2014-08-31 02:00:00,-108179.96293,177459.76764,60.0,166.3666,88.0816
2014-08-31 03:00:00,-108352.73855,177354.32771,60.0,166.4224,88.0816
2014-08-31 04:00:00,-108447.44285,177296.43439,60.0,166.453,88.0816
2014-08-31 05:00:00,-108466.28017,177234.0976,60.0,166.4664,88.082
2014-08-31 06:00:00,-108427.03131,177131.07872,60.0,166.472,88.083
2014-08-31 07:00:00,-108383.24398,177005.42553,60.0,166.4798,88.0842
2014-08-31 08:00:00,-108332.00667,176808.08839,60.0,166.4962,88.086
2014-08-31 09:00:00,-108294.98997,176551.16722,60.0,166.5246,88.0882
2014-08-31 10:00:00,-108316.47114,176283.68664,60.0,166.5684,88.0902
2014-08-31 11:00:00,-108372.62616,175994.71745,60.0,166.6236,88.0922
2014-08-31 12:00:00,-108453.81356,175715.53962,60.0,166.6834,88.094
2014-08-31 13:00:00,-108560.16467,175496.9783,60.0,166.7404,88.0952
2014-08-31 14:00:00,-108643.95069,175317.65951,60.0,166.7864,88.0962
2014-08-31 15:00:00,-108687.58568,175188.60752,60.0,166.8156,88.097
2014-08-31 16:00:00,-108683.87623,175114.39603,60.0,166.8256,88.0976
2014-08-31 17:00:00,-108632.41239,174993.3008,60.0,166.8312,88.0988
2014-08-31 18:00:00,-108564.00111,174857.21724,60.0,166.835,88.1002
2014-08-31 19:00:00,-108478.19567,174680.91484,60.0,166.8406,88.102
2014-08-31 20:00:00,-108404.19897,174446.24763,60.0,166.8576,88.1042
2014-08-31 21:00:00,-108358.75731,174168.27714,60.0,166.8878,88.1066
2014-08-31 22:00:00,-108362.21489,173859.77148,60.0,166.9342,88.109
2014-08-31 23:00:00,-108422.76427,173540.9994,60.0,166.9958,88.1112
2014-09-01 00:00:00,-108520.2729,173249.94092,60.0,167.0622,88.113
2014-09-01 01:00:00,-108599.84086,173020.99786,60.0,167.1152,88.1144
2014-09-01 02:00:00,-108672.59128,172847.33479,60.0,167.1584,88.1154
2014-09-01 03:00:00,-108741.7995,172752.591,60.0,167.189,88.1158
2014-09-01 04:00:00,-108795.86989,172667.3175,60.0,167.2146,88.1162
2014-09-01 05:00:00,-108789.63666,172620.01543,60.0,167.2202,88.1166
2014-09-01 06:00:00,-108751.46657,172592.83875,60.0,167.2152,88.117
2014-09-01 07:00:00,-108678.75673,172536.19324,60.0,167.2064,88.1178
2014-09-01 08:00:00,-108590.90759,172463.46544,60.0,167.1964,88.1188
2014-09-01 09:00:00,-108519.93585,172380.10652,60.0,167.192,88.1198
2014-09-01 10:00:00,-108451.86592,172269.3123,60.0,167.1924,88.121
2014-09-01 11:00:00,-108401.9512,172172.69622,60.0,167.195,88.122
2014-09-01 12:00:00,-108370.91684,172115.40984,60.0,167.1962,88.1226
2014-09-01 13:00:00,-108346.7544,172105.01388,60.0,167.192,88.1228
2014-09-01 14:00:00,-108300.96717,172108.22616,60.0,167.1806,88.123
2014-09-01 15:00:00,-108251.93333,172190.26933,60.0,167.1566,88.1226
2014-09-01 16:00:00,-108156.63494,172326.90638,60.0,167.1134,88.122
2014-09-01 17:00:00,-108016.57654,172465.87447,60.0,167.0592,88.1216
2014-09-01 18:00:00,-107864.33633,172637.79462,60.0,166.9972,88.121
2014-09-01 19:00:00,-107690.73673,172797.21097,60.0,166.932,88.1206
2014-09-01 20:00:00,-107520.56409,172928.66871,60.0,166.8718,88.1204
2014-09-01 21:00:00,-107395.48826,173057.38532,60.0,166.8228,88.12
2014-09-01 22:00:00,-107307.74946,173162.79488,60.0,166.7862,88.1196
2014-09-01 23:00:00,-107283.16938,173305.47428,60.0,166.7592,88.1186
2014-09-02 00:00:00,-107269.87656,173466.60056,60.0,166.7322,88.1174
2014-09-02 01:00:00,-107286.24748,173711.23838,60.0,166.7,88.1154
2014-09-02 02:00:00,-107297.79965,174009.6947,60.0,166.6588,88.113
2014-09-02 03:00:00,-107292.13972,174369.51457,60.0,166.6046,88.1102
2014-09-02 04:00:00,-107229.16674,174764.29855,60.0,166.5318,88.1074
2014-09-02 05:00:00,-107109.7189,175193.23603,60.0,166.4408,88.1046
2014-09-02 06:00:00,-106923.10964,175611.72469,60.0,166.3356,88.1022
2014-09-02 07:00:00,-106696.26474,176003.11318,60.0,166.225,88.1002
2014-09-02 08:00:00,-106469.1793,176317.81024,60.0,166.1256,88.0988
2014-09-02 09:00:00,-106259.58329,176545.38722,60.0,166.043,88.098
2014-09-02 10:00:00,-106095.21072,176745.32675,60.0,165.9752,88.0972
2014-09-02 11:00:00,-105973.12882,176919.60533,60.0,165.9212,88.0964
2014-09-02 12:00:00,-105897.16231,177116.59933,60.0,165.875,88.0952
2014-09-02 13:00:00,-105826.44351,177360.77877,60.0,165.8234,88.0936
2014-09-02 14:00:00,-105724.37122,177623.42952,60.0,165.7618,88.092
2014-09-02 15:00:00,-105598.02209,177950.61658,60.0,165.6854,88.09
2014-09-02 16:00:00,-105421.82198,178306.86038,60.0,165.5932,88.088
2014-09-02 17:00:00,-105194.46076,178667.46292,60.0,165.4884,88.0862
2014-09-02 18:00:00,-104964.88295,179028.56259,60.0,165.3832,88.0844
2014-09-02 19:00:00,-104689.37531,179315.29159,60.0,165.2776,88.0834
2014-09-02 20:00:00,-104453.04689,179553.35138,60.0,165.1882,88.0826
2014-09-02 21:00:00,-104249.7058,179721.59698,60.0,165.1164,88.0822
2014-09-02 22:00:00,-104101.1759,179832.71243,60.0,165.0656,88.082
2014-09-02 23:00:00,-104023.0435,179927.9854,60.0,165.0338,88.0816
2014-09-03 00:00:00,-103984.42408,180000.36401,60.0,165.0146,88.0812
2014-09-03 01:00:00,-103959.89157,180114.62929,60.0,164.993,88.0804
2014-09-03 02:00:00,-103940.57937,180275.88237,60.0,164.9662,88.0792
2014-09-03 03:00:00,-103877.04685,180462.54414,60.0,164.9254,88.078
2014-09-03 04:00:00,-103756.54344,180681.81181,60.0,164.8666,88.0768
2014-09-03 05:00:00,-103582.62019,180906.44822,60.0,164.7944,88.0758
2014-09-03 06:00:00,-103366.57744,181104.83988,60.0,164.7158,88.0752
2014-09-03 07:00:00,-103131.35685,181213.95625,60.0,164.6448,88.0754
2014-09-03 08:00:00,-102906.27171,181267.114,60.0,164.5838,88.076
2014-09-03 09:00:00,-102708.55383,181254.68341,60.0,164.5382,88.077
2014-09-03 10:00:00,-102558.44478,181190.26355,60.0,164.511,88.0782
2014-09-03 11:00:00,-102452.04222,181101.07119,60.0,164.4976,88.0794
2014-09-03 12:00:00,-102397.27868,181057.35368,60.0,164.4904,88.08
2014-09-03 13:00:00,-102373.26143,181070.93457,60.0,164.4828,88.08
2014-09-03 14:00:00,-102363.61429,181126.17562,60.0,164.473,88.0796
2014-09-03 15:00:00,-102306.51455,181208.20865,60.0,164.4482,88.0792
2014-09-03 16:00:00,-102202.53073,181316.63204,60.0,164.4086,88.0788
2014-09-03 17:00:00,-102059.95439,181421.78957,60.0,164.3602,88.0786
2014-09-03 18:00:00,-101862.00646,181483.30293,60.0,164.3044,88.079
2014-09-03 19:00:00,-101646.65979,181504.65723,60.0,164.2498,88.0798
2014-09-03 20:00:00,-101442.53056,181469.87323,60.0,164.2054,88.081
2014-09-03 21:00:00,-101266.34601,181344.89041,60.0,164.1798,88.0828
2014-09-03 22:00:00,-101144.05802,181189.78442,60.0,164.1712,88.0846
2014-09-03 23:00:00,-101070.11682,181057.32593,60.0,164.1712,88.086
2014-09-04 00:00:00,-101049.51573,180944.72643,60.0,164.1814,88.087
2014-09-04 01:00:00,-101031.70746,180880.20603,60.0,164.1858,88.0876
2014-09-04 02:00:00,-101014.65945,180889.72724,60.0,164.1804,88.0876
2014-09-04 03:00:00,-100970.62968,180889.48947,60.0,164.1698,88.0878
2014-09-04 04:00:00,-100878.16079,180891.4486,60.0,164.1472,88.0882
2014-09-04 05:00:00,-100725.02492,180852.74509,60.0,164.1154,88.0892
2014-09-04 06:00:00,-100548.80694,180802.0087,60.0,164.0796,88.0904
2014-09-04 07:00:00,-100334.19077,180698.13733,60.0,164.0416,88.0922
2014-09-04 08:00:00,-100129.62276,180539.0304,60.0,164.0134,88.0944
2014-09-04 09:00:00,-99948.29559,180317.43591,60.0,163.9992,88.097
2014-09-04 10:00:00,-99810.90636,180096.2572,60.0,163.9956,88.0994
2014-09-04 11:00:00,-99726.28324,179845.82854,60.0,164.0088,88.1018
2014-09-04 12:00:00,-99678.25302,179624.65068,60.0,164.027,88.1038
2014-09-04 13:00:00,-99664.91491,179433.75986,60.0,164.0496,88.1054
2014-09-04 14:00:00,-99641.21034,179298.1825,60.0,164.0622,88.1066
2014-09-04 15:00:00,-99614.52477,179263.4269,60.0,164.0604,88.107
2014-09-04 16:00:00,-99533.52356,179234.05252,60.0,164.0446,88.1076
2014-09-04 17:00:00,-99406.37613,179205.4806,60.0,164.0174,88.1084
2014-09-04 18:00:00,-99237.63604,179150.34934,60.0,163.9836,88.1096
2014-09-04 19:00:00,-99047.3911,179057.50082,60.0,163.9496,88.1112
2014-09-04 20:00:00,-98833.48588,178878.6081,60.0,163.9214,88.1136
2014-09-04 21:00:00,-98669.55174,178696.82766,60.0,163.9058,88.1158
2014-09-04 22:00:00,-98538.86585,178471.92505,60.0,163.9042,88.1182
2014-09-04 23:00:00,-98462.74506,178266.40234,60.0,163.9134,88.1202
2014-09-05 00:00:00,-98436.03322,178107.84942,60.0,163.9284,88.1216
2014-09-05 01:00:00,-98430.84165,177986.90776,60.0,163.9436,88.1226
2014-09-05 02:00:00,-98429.74279,177937.98565,60.0,163.95,88.123
2014-09-05 03:00:00,-98408.07383,177925.20608,60.0,163.9464,88.1232
2014-09-05 04:00:00,-98329.4179,177894.40694,60.0,163.9312,88.1238
2014-09-05 05:00:00,-98192.03936,177821.75403,60.0,163.9072,88.125
2014-09-05 06:00:00,-98031.86317,177736.88636,60.0,163.8792,88.1264
2014-09-05 07:00:00,-97835.54387,177572.90672,60.0,163.853,88.1286
2014-09-05 08:00:00,-97653.71351,177376.16602,60.0,163.8348,88.131
2014-09-05 09:00:00,-97489.3996,177145.02907,60.0,163.8256,88.1336
2014-09-05 10:00:00,-97360.92914,176918.89934,60.0,163.8246,88.136
2014-09-05 11:00:00,-97267.58723,176698.17204,60.0,163.8316,88.1382
2014-09-05 12:00:00,-97214.17844,176529.6698,60.0,163.8414,88.1398
2014-09-05 13:00:00,-97177.31865,176401.52771,60.0,163.8498,88.141
2014-09-05 14:00:00,-97102.27689,176269.67546,60.0,163.8492,88.1424
2014-09-05 15:00:00,-96983.58153,176161.86322,60.0,163.8344,88.1438
2014-09-05 16:00:00,-96814.55827,176056.98574,60.0,163.8066,88.1454
2014-09-05 17:00:00,-96579.97539,175913.88568,60.0,163.7676,88.1476
2014-09-05 18:00:00,-96300.26176,175745.98916,60.0,163.7206,88.1502
2014-09-05 19:00:00,-95990.30714,175520.37746,60.0,163.6738,88.1534
2014-09-05 20:00:00,-95705.88694,175255.98253,60.0,163.6386,88.1568
2014-09-05 21:00:00,-95427.33288,174963.61881,60.0,163.6086,88.1604
2014-09-05 22:00:00,-95131.42903,174655.9664,60.0,163.5762,88.1642
2014-09-05 23:00:00,-94832.24263,174325.35786,60.0,163.546,88.1682
2014-09-06 00:00:00,-94528.5912,174021.77458,60.0,163.5108,88.172
2014-09-06 01:00:00,-94215.09494,173797.39978,60.0,163.462,88.1752
2014-09-06 02:00:00,-93872.36609,173613.30917,60.0,163.4,88.1782
2014-09-06 03:00:00,-93501.07629,173468.97383,60.0,163.325,88.181
2014-09-06 04:00:00,-93050.45373,173366.85756,60.0,163.2236,88.1838
2014-09-06 05:00:00,-92530.92606,173300.84892,60.0,163.0992,88.1866
2014-09-06 06:00:00,-91967.00566,173208.28977,60.0,162.9666,88.1898
2014-09-06 07:00:00,-91378.94053,173078.27556,60.0,162.8324,88.1934
2014-09-06 08:00:00,-90785.95313,172949.62815,60.0,162.6962,88.197
2014-09-06 09:00:00,-90223.27316,172779.46371,60.0,162.573,88.2008
2014-09-06 10:00:00,-89700.05544,172612.198,60.0,162.4592,88.2044
2014-09-06 11:00:00,-89236.29848,172462.10379,60.0,162.3582,88.2076
2014-09-06 12:00:00,-88825.38587,172357.2341,60.0,162.2646,88.2102
2014-09-06 13:00:00,-88470.54947,172344.7905,60.0,162.173,88.2118
2014-09-06 14:00:00,-88111.87716,172406.76418,60.0,162.0702,88.2128
2014-09-06 15:00:00,-87760.4659,172537.28454,60.0,161.96,88.2132
2014-09-06 16:00:00,-87385.51112,172703.20534,60.0,161.8388,88.2134
2014-09-06 17:00:00,-86985.58929,172904.97952,60.0,161.7062,88.2134
2014-09-06 18:00:00,-86548.94447,173123.95819,60.0,161.5616,88.2134
2014-09-06 19:00:00,-86112.31233,173365.75093,60.0,161.414,88.2132
2014-09-06 20:00:00,-85700.96239,173617.79943,60.0,161.2718,88.2128
2014-09-06 21:00:00,-85322.87738,173852.19841,60.0,161.1408,88.2124
2014-09-06 22:00:00,-85033.85235,174138.45637,60.0,161.0268,88.2112
2014-09-06 23:00:00,-84828.731,174431.26831,60.0,160.9344,88.2096
2014-09-07 00:00:00,-84689.95735,174787.69767,60.0,160.8516,88.2072
2014-09-07 01:00:00,-84641.47628,175220.40046,60.0,160.7832,88.2038
2014-09-07 02:00:00,-84650.136,175673.37868,60.0,160.7276,88.2
2014-09-07 03:00:00,-84711.98983,176172.71565,60.0,160.6804,88.1956
2014-09-07 04:00:00,-84781.83663,176692.10777,60.0,160.633,88.191
2014-09-07 05:00:00,-84864.49078,177205.21966,60.0,160.59,88.1864
2014-09-07 06:00:00,-84951.96371,177691.88715,60.0,160.5518,88.182
2014-09-07 07:00:00,-85058.71927,178145.24047,60.0,160.523,88.1778
2014-09-07 08:00:00,-85189.37306,178563.13108,60.0,160.505,88.1738
2014-09-07 09:00:00,-85331.76718,178903.37742,60.0,160.4998,88.1704
2014-09-07 10:00:00,-85496.72854,179184.83788,60.0,160.5078,88.1674
2014-09-07 11:00:00,-85705.61959,179445.31951,60.0,160.5298,88.1644
