BuoyID,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Delay(Min),BPT,BP,Ts,Ta,Th,Batt
800003,2005,01,01,02,41,00,83.90807,-2.39678,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,03,00,59,83.90646,-2.40295,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,05,41,47,83.89408,-2.48427,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,06,01,47,83.89256,-2.49769,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,08,40,54,83.88012,-2.51033,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,09,00,54,83.87839,-2.51075,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,11,41,59,83.86372,-2.55487,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,12,02,00,83.86178,-2.56074,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,14,40,48,83.84748,-2.58484,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,15,00,48,83.84593,-2.58360,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,17,41,29,83.83482,-2.55682,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,18,01,29,83.83347,-2.55228,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,20,42,00,83.82137,-2.53152,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,21,02,00,83.81967,-2.52902,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,01,23,41,23,83.80297,-2.51156,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,02,00,01,23,83.80075,-2.50990,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,02,02,42,16,83.78317,-2.50377,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,03,02,15,83.78108,-2.50544,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,05,41,53,83.76678,-2.49864,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,06,01,54,83.76534,-2.49416,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,08,41,00,83.75490,-2.43899,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,09,00,59,83.75337,-2.43191,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,11,41,59,83.73926,-2.37865,0,-999,-999,-1.89,-999,-999,-999.00
800003,2005,01,02,12,02,00,83.73734,-2.37272,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,14,40,48,83.72260,-2.33609,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,15,00,48,83.72098,-2.33034,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,17,41,29,83.70970,-2.27187,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,18,01,29,83.70836,-2.26354,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,20,40,48,83.69724,-2.19969,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,21,00,48,83.69580,-2.19129,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,02,23,41,40,83.68360,-2.12135,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,00,01,41,83.68208,-2.11255,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,02,42,27,83.66973,-2.05270,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,03,02,27,83.66830,-2.04706,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,05,41,29,83.65810,-2.00220,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,06,01,29,83.65699,-1.99686,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,08,40,36,83.64907,-1.95877,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,09,00,36,83.64814,-1.95449,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,11,41,35,83.64065,-1.93110,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,12,01,35,83.63971,-1.93006,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,14,41,53,83.63364,-1.92557,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,15,01,54,83.63305,-1.92524,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,17,41,28,83.62828,-1.91607,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,18,01,28,83.62758,-1.91394,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,20,42,06,83.62135,-1.89631,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,21,02,06,83.62055,-1.89432,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,03,23,41,58,83.61406,-1.88122,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,00,01,58,83.61329,-1.87967,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,02,41,00,83.60753,-1.86382,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,03,00,59,83.60691,-1.86129,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,05,41,47,83.60233,-1.83580,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,06,01,47,83.60181,-1.83232,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,08,40,54,83.59821,-1.80541,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,09,00,54,83.59780,-1.80235,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,11,41,52,83.59419,-1.77936,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,12,01,52,83.59368,-1.77661,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,14,42,06,83.58918,-1.75176,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,15,02,06,83.58858,-1.74828,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,17,41,41,83.58382,-1.72070,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,18,01,41,83.58324,-1.71746,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,20,40,48,83.57887,-1.69485,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,04,21,00,48,83.57841,-1.69235,0,-999,-999,-1.87,-999,-999,-999.00
800003,2005,01,04,23,41,53,83.57499,-1.67574,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,00,01,54,83.57463,-1.67410,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,02,41,21,83.57199,-1.66371,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,03,01,22,83.57171,-1.66277,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,05,41,58,83.57001,-1.65598,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,06,01,58,83.56987,-1.65533,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,08,41,00,83.56963,-1.65541,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,09,00,59,83.56971,-1.65622,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,14,42,06,83.57279,-1.68931,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,15,02,06,83.57301,-1.69192,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,17,41,53,83.57493,-1.71512,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,18,01,53,83.57521,-1.71845,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,20,41,00,83.57777,-1.74498,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,21,00,59,83.57815,-1.74844,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,05,23,42,00,83.58120,-1.78014,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,06,00,02,00,83.58152,-1.78431,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,06,02,40,47,83.58335,-1.81579,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,06,03,00,46,83.58346,-1.81883,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,06,05,41,35,83.58401,-1.83217,0,-999,-999,-1.88,-999,-999,-999.00
800003,2005,01,06,06,01,35,83.58409,-1.83325,0,-999,-999,-1.88,-999,-999,-999.00
