BuoyID,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Delay(Min),BPT,BP,Ts,Ta,Th,Batt
800001,2003,01,01,00,41,36,84.01125,26.06534,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,00,56,37,84.01147,26.07102,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,01,11,36,84.01168,26.07655,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,03,40,59,84.01426,26.12582,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,03,56,00,84.01459,26.13050,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,04,11,00,84.01494,26.13519,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,06,42,07,84.01930,26.19140,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,06,57,06,84.01979,26.19664,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,07,12,06,84.02029,26.20187,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,09,42,07,84.02541,26.25678,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,09,57,06,84.02590,26.26321,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,10,12,06,84.02637,26.26973,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,12,41,30,84.03096,26.33202,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,12,56,31,84.03143,26.33807,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,13,11,30,84.03190,26.34417,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,15,40,29,84.03671,26.39492,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,15,55,29,84.03721,26.39896,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,16,10,30,84.03773,26.40285,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,18,41,36,84.04353,26.43497,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,18,56,37,84.04416,26.43737,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,19,11,36,84.04481,26.43953,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,21,42,13,84.05142,26.45970,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,21,57,12,84.05202,26.46167,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,01,22,12,12,84.05260,26.46368,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,00,41,43,84.05776,26.48451,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,00,56,43,84.05822,26.48674,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,01,11,42,84.05868,26.48890,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,03,40,59,84.06303,26.50704,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,03,56,00,84.06345,26.50827,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,04,11,00,84.06388,26.50936,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,06,42,07,84.06788,26.50766,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,06,57,06,84.06828,26.50674,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,07,12,06,84.06868,26.50573,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,09,42,25,84.07302,26.49671,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,09,57,24,84.07346,26.49605,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,10,12,25,84.07389,26.49540,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,12,41,29,84.07791,26.49415,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,12,56,28,84.07827,26.49427,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,13,11,28,84.07862,26.49444,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,15,40,53,84.08208,26.49702,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,15,55,54,84.08246,26.49684,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,16,10,54,84.08284,26.49662,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,18,41,47,84.08707,26.48724,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,18,56,46,84.08750,26.48569,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,19,11,47,84.08793,26.48397,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,21,41,30,84.09201,26.46166,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,21,56,30,84.09237,26.45936,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,02,22,11,29,84.09272,26.45721,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,03,00,40,59,84.09484,26.44147,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,03,00,56,00,84.09494,26.44065,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,03,01,11,00,84.09503,26.43986,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,03,03,40,29,84.09520,26.43210,0,-999,-999,-1.83,-999,-999,-999
800001,2003,01,03,03,55,29,84.09520,26.43100,0,-999,-999,-1.83,-999,-999,-999
