BuoyID,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Delay(Min),BPT,BP,Ts,Ta,Th,Batt
900003,2006,01,01,00,01,05,76.14040,-136.75540,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,02,00,36,76.14290,-136.77850,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,04,00,38,76.14580,-136.80370,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,06,01,35,76.14990,-136.83080,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,08,01,07,76.15360,-136.85390,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,14,01,01,76.16670,-136.92600,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,16,01,54,76.17180,-136.95350,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,18,01,07,76.17770,-136.98110,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,20,00,42,76.18370,-137.00820,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,01,22,01,36,76.18910,-137.03170,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,02,00,37,77.96550,-141.79100,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,04,01,06,77.96790,-141.81050,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,06,01,35,77.97070,-141.82900,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,08,00,41,77.97350,-141.84490,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,10,01,06,77.97680,-141.86110,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,12,01,08,77.98010,-141.87640,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,16,00,57,77.98780,-141.91800,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,18,01,08,77.99290,-141.94230,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,20,01,00,77.99840,-141.96610,0,-999,-999,-999,-999,-999,-999.00
900001,2006,01,01,22,01,00,78.00370,-141.98880,0,-999,-999,-999,-999,-999,-999.00
800004,2006,01,01,03,24,57,76.00553,-11.66115,0,-999,-999,-1.82,-999,-999,-999.00
800004,2006,01,01,03,42,57,76.00422,-11.66222,0,-999,-999,-1.82,-999,-999,-999.00
800004,2006,01,01,07,25,45,75.99143,-11.68827,0,-999,-999,-1.82,-999,-999,-999.00
800004,2006,01,01,07,43,45,75.99071,-11.69064,0,-999,-999,-1.82,-999,-999,-999.00
800004,2006,01,01,11,25,50,75.98194,-11.70897,0,-999,-999,-1.81,-999,-999,-999.00
800004,2006,01,01,11,43,50,75.98104,-11.70985,0,-999,-999,-1.82,-999,-999,-999.00
800004,2006,01,01,15,24,27,75.96585,-11.73560,0,-999,-999,-1.81,-999,-999,-999.00
800004,2006,01,01,15,42,27,75.96435,-11.73983,0,-999,-999,-1.81,-999,-999,-999.00
800004,2006,01,01,19,25,08,75.94752,-11.82674,0,-999,-999,-1.82,-999,-999,-999.00
800004,2006,01,01,19,43,08,75.94648,-11.83578,0,-999,-999,-1.82,-999,-999,-999.00
800004,2006,01,01,23,25,15,75.92981,-11.95494,0,-999,-999,-1.82,-999,-999,-999.00
800004,2006,01,01,23,43,15,75.92791,-11.96498,0,-999,-999,-1.83,-999,-999,-999.00
900003,2006,01,02,00,01,36,76.19380,-137.05260,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,02,02,00,36,76.19790,-137.07020,0,-999,-999,-999,-999,-999,-999.00
900003,2006,01,02,04,00,38,76.20190,-137.08530,0,-999,-999,-999,-999,-999,-999.00
