datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude
2012-01-01 01:00:00,-1612258.27887,1062197.2392,60.0,-168.37792,72.3132
2012-01-01 02:00:00,-1612254.16285,1062611.38677,60.0,-168.38825,72.31118
2012-01-01 03:00:00,-1612241.03746,1062876.04613,90.0,-168.39502,72.30996
2012-01-01 04:00:00,-1612220.84375,1063051.66585,90.0,-168.3997,72.30924
2012-01-01 05:00:00,-1612195.1319,1063186.87223,90.0,-168.40347,72.30876
2012-01-01 06:00:00,-1612163.88877,1063283.00247,120.0,-168.40636,72.30852
2012-01-01 07:00:00,-1612128.45197,1063333.55806,120.0,-168.40819,72.30854
2012-01-01 08:00:00,-1612097.12548,1063347.98669,90.0,-168.40906,72.3087
2012-01-01 09:00:00,-1612077.12944,1063342.06515,120.0,-168.40924,72.30888
2012-01-01 10:00:00,-1612065.64529,1063337.0227,120.0,-168.4093,72.30899
2012-01-01 11:00:00,-1612062.08102,1063340.75969,120.0,-168.40945,72.309
2012-01-01 12:00:00,-1612067.1076,1063357.25857,180.0,-168.40978,72.30888
2012-01-01 13:00:00,-1612079.66254,1063388.23619,180.0,-168.41034,72.30863
2012-01-01 14:00:00,-1612091.74946,1063426.34675,180.0,-168.41109,72.30835
2012-01-01 15:00:00,-1612093.63851,1063461.97882,150.0,-168.41194,72.30816
2012-01-01 16:00:00,-1612080.05805,1063488.04566,150.0,-168.41281,72.30813
2012-01-01 17:00:00,-1612063.56919,1063507.55927,90.0,-168.41356,72.30816
2012-01-01 18:00:00,-1612053.5458,1063522.75257,120.0,-168.4141,72.30816
2012-01-01 19:00:00,-1612035.09882,1063526.00165,120.0,-168.41448,72.30828
2012-01-01 20:00:00,-1612010.96947,1063519.81191,120.0,-168.41472,72.3085
2012-01-01 21:00:00,-1611990.21793,1063510.04699,180.0,-168.41482,72.3087
2012-01-01 22:00:00,-1611979.85635,1063502.65342,180.0,-168.41481,72.30881
2012-01-01 23:00:00,-1611978.70489,1063503.90924,180.0,-168.41486,72.30882
2012-01-02 00:00:00,-1611983.53567,1063520.17541,180.0,-168.41518,72.3087
2012-01-02 01:00:00,-1611991.05918,1063556.10012,180.0,-168.41595,72.30846
2012-01-02 02:00:00,-1611997.73915,1063609.48066,180.0,-168.41716,72.30815
2012-01-02 03:00:00,-1611999.97764,1063676.40158,180.0,-168.41878,72.3078
2012-01-02 04:00:00,-1611994.75166,1063752.92794,180.0,-168.42076,72.30746
2012-01-02 05:00:00,-1611981.33791,1063835.0468,180.0,-168.42301,72.30715
2012-01-02 06:00:00,-1611959.58806,1063918.72572,180.0,-168.42544,72.3069
2012-01-02 07:00:00,-1611930.57576,1064000.50494,180.0,-168.42794,72.30671
2012-01-02 08:00:00,-1611900.26267,1064079.21546,180.0,-168.43038,72.30655
2012-01-02 09:00:00,-1611875.83245,1064154.26097,180.0,-168.43264,72.30636
2012-01-02 10:00:00,-1611862.82891,1064226.37428,180.0,-168.43464,72.3061
2012-01-02 11:00:00,-1611860.23648,1064301.60471,180.0,-168.43654,72.30575
2012-01-02 12:00:00,-1611865.39976,1064387.33073,180.0,-168.43858,72.30528
2012-01-02 13:00:00,-1611875.18122,1064492.51297,180.0,-168.44102,72.30468
2012-01-02 14:00:00,-1611884.51482,1064632.44087,180.0,-168.44433,72.30392
2012-01-02 15:00:00,-1611887.85243,1064823.98601,180.0,-168.44902,72.30294
2012-01-02 16:00:00,-1611879.00327,1065077.36046,180.0,-168.45543,72.30175
2012-01-02 17:00:00,-1611849.2061,1065376.13808,180.0,-168.46331,72.30048
